,id,Years,School,Expert,Union,Married,Black,Hisp,Wage
126,243.0,1983.0,12.0,7.0,0.0,1.0,0.0,0.0,1.6608716
127,243.0,1980.0,12.0,4.0,0.0,0.0,0.0,0.0,1.5641813
128,259.0,1983.0,12.0,6.0,1.0,1.0,0.0,0.0,1.3081558
129,259.0,1982.0,12.0,5.0,1.0,1.0,0.0,0.0,2.042724
130,259.0,1981.0,12.0,4.0,1.0,1.0,0.0,0.0,2.089011
131,259.0,1984.0,12.0,7.0,0.0,1.0,0.0,0.0,1.4881523
132,259.0,1987.0,12.0,10.0,0.0,1.0,0.0,0.0,1.4543356
133,259.0,1980.0,12.0,3.0,1.0,1.0,0.0,0.0,2.1071897
134,259.0,1986.0,12.0,9.0,0.0,1.0,0.0,0.0,1.5351347
135,259.0,1985.0,12.0,8.0,0.0,1.0,0.0,0.0,1.5428182
136,260.0,1982.0,11.0,4.0,0.0,0.0,0.0,0.0,1.9672563
137,260.0,1984.0,11.0,6.0,0.0,1.0,0.0,0.0,2.1288335
138,260.0,1983.0,11.0,5.0,0.0,1.0,0.0,0.0,2.0751863
139,260.0,1987.0,11.0,9.0,0.0,1.0,0.0,0.0,2.4215546
140,260.0,1986.0,11.0,8.0,0.0,1.0,0.0,0.0,1.9921391
141,260.0,1985.0,11.0,7.0,0.0,1.0,0.0,0.0,2.2684193
142,260.0,1980.0,11.0,2.0,1.0,0.0,0.0,0.0,1.629912
143,260.0,1981.0,11.0,3.0,1.0,0.0,0.0,0.0,1.7751131
144,309.0,1982.0,12.0,5.0,0.0,0.0,0.0,0.0,2.2642663
145,309.0,1986.0,12.0,9.0,0.0,1.0,0.0,0.0,2.2069
146,309.0,1987.0,12.0,10.0,0.0,1.0,0.0,0.0,2.476867
147,309.0,1981.0,12.0,4.0,0.0,0.0,0.0,0.0,2.280766
148,309.0,1980.0,12.0,3.0,0.0,0.0,0.0,0.0,1.7860757
149,309.0,1984.0,12.0,7.0,0.0,1.0,0.0,0.0,2.2081325
150,309.0,1985.0,12.0,8.0,0.0,1.0,0.0,0.0,2.1998525
151,309.0,1983.0,12.0,6.0,0.0,1.0,0.0,0.0,2.2754564
152,351.0,1987.0,12.0,10.0,0.0,1.0,0.0,0.0,1.6980083
153,351.0,1980.0,12.0,3.0,0.0,0.0,0.0,0.0,1.6433868
154,351.0,1983.0,12.0,6.0,0.0,1.0,0.0,0.0,1.4188514
155,351.0,1981.0,12.0,4.0,0.0,0.0,0.0,0.0,1.3355805
156,351.0,1986.0,12.0,9.0,0.0,1.0,0.0,0.0,1.7834496
157,351.0,1984.0,12.0,7.0,0.0,1.0,0.0,0.0,0.90392745
158,351.0,1985.0,12.0,8.0,0.0,1.0,0.0,0.0,1.8885641
159,351.0,1982.0,12.0,5.0,0.0,1.0,0.0,0.0,1.5228179
160,353.0,1983.0,12.0,6.0,0.0,0.0,0.0,0.0,1.5728306
161,353.0,1984.0,12.0,7.0,0.0,0.0,0.0,0.0,1.6825464
162,353.0,1982.0,12.0,5.0,0.0,0.0,0.0,0.0,1.6717403
163,353.0,1981.0,12.0,4.0,1.0,0.0,0.0,0.0,1.8170773
164,353.0,1985.0,12.0,8.0,0.0,0.0,0.0,0.0,1.5836402
165,353.0,1987.0,12.0,10.0,0.0,0.0,0.0,0.0,1.861079
166,353.0,1986.0,12.0,9.0,0.0,0.0,0.0,0.0,1.7732931
167,353.0,1980.0,12.0,3.0,0.0,0.0,0.0,0.0,1.8381972
168,383.0,1987.0,12.0,9.0,0.0,0.0,1.0,0.0,1.9520507
169,383.0,1982.0,12.0,4.0,1.0,0.0,1.0,0.0,1.6566018
170,383.0,1984.0,12.0,6.0,0.0,0.0,1.0,0.0,1.7721585
171,383.0,1985.0,12.0,7.0,0.0,0.0,1.0,0.0,2.0110843
172,383.0,1980.0,12.0,2.0,0.0,0.0,1.0,0.0,1.4628881
173,383.0,1986.0,12.0,8.0,0.0,0.0,1.0,0.0,1.9910166
174,383.0,1981.0,12.0,3.0,0.0,0.0,1.0,0.0,1.5702173
175,383.0,1983.0,12.0,5.0,0.0,0.0,1.0,0.0,1.7254101
176,408.0,1981.0,11.0,3.0,0.0,1.0,0.0,0.0,1.489535
177,408.0,1987.0,11.0,9.0,1.0,1.0,0.0,0.0,2.0696025
178,408.0,1983.0,11.0,5.0,0.0,1.0,0.0,0.0,2.0610316
179,408.0,1982.0,11.0,4.0,0.0,1.0,0.0,0.0,1.8811758
180,408.0,1984.0,11.0,6.0,1.0,1.0,0.0,0.0,2.4888363
181,408.0,1986.0,11.0,8.0,1.0,1.0,0.0,0.0,2.5345604
182,408.0,1985.0,11.0,7.0,1.0,1.0,0.0,0.0,2.430938
183,408.0,1980.0,11.0,2.0,0.0,0.0,0.0,0.0,1.652095
184,424.0,1985.0,12.0,10.0,0.0,1.0,0.0,0.0,2.384146
185,424.0,1984.0,12.0,9.0,0.0,1.0,0.0,0.0,2.4125075
186,424.0,1982.0,12.0,7.0,0.0,1.0,0.0,0.0,2.3836505
187,424.0,1981.0,12.0,6.0,0.0,1.0,0.0,0.0,2.3253999
188,424.0,1980.0,12.0,5.0,0.0,1.0,0.0,0.0,2.1658394
189,424.0,1983.0,12.0,8.0,0.0,1.0,0.0,0.0,2.3372116
190,424.0,1986.0,12.0,11.0,0.0,1.0,0.0,0.0,2.35203
191,424.0,1987.0,12.0,12.0,0.0,1.0,0.0,0.0,2.5777566
192,464.0,1987.0,13.0,9.0,0.0,1.0,0.0,0.0,1.9006997
193,464.0,1981.0,13.0,3.0,0.0,0.0,0.0,0.0,1.0031044
194,464.0,1985.0,13.0,7.0,0.0,1.0,0.0,0.0,1.3897425
195,464.0,1986.0,13.0,8.0,0.0,1.0,0.0,0.0,1.5735381
196,464.0,1980.0,13.0,2.0,0.0,0.0,0.0,0.0,0.97262627
197,464.0,1982.0,13.0,4.0,0.0,1.0,0.0,0.0,1.099635
198,464.0,1983.0,13.0,5.0,0.0,1.0,0.0,0.0,1.2145845
199,464.0,1984.0,13.0,6.0,0.0,1.0,0.0,0.0,1.3192418
200,483.0,1986.0,12.0,11.0,0.0,0.0,0.0,0.0,1.7458942
201,483.0,1982.0,12.0,7.0,0.0,0.0,0.0,0.0,1.7550418
202,483.0,1983.0,12.0,8.0,1.0,0.0,0.0,0.0,1.7534508
203,483.0,1980.0,12.0,5.0,0.0,0.0,0.0,0.0,1.6826271
204,483.0,1985.0,12.0,10.0,0.0,0.0,0.0,0.0,1.6481787
205,483.0,1984.0,12.0,9.0,0.0,0.0,0.0,0.0,1.6180079
206,483.0,1981.0,12.0,6.0,0.0,0.0,0.0,0.0,1.6617063
207,483.0,1987.0,12.0,12.0,0.0,0.0,0.0,0.0,1.7270819
208,556.0,1980.0,14.0,2.0,0.0,0.0,0.0,0.0,1.9393455
209,556.0,1983.0,14.0,5.0,0.0,0.0,0.0,0.0,2.489254
210,556.0,1985.0,14.0,7.0,0.0,0.0,0.0,0.0,2.2958868
211,556.0,1987.0,14.0,9.0,0.0,0.0,0.0,0.0,2.5818794
212,556.0,1984.0,14.0,6.0,0.0,0.0,0.0,0.0,2.3756936
213,556.0,1982.0,14.0,4.0,0.0,0.0,0.0,0.0,2.160507
214,556.0,1986.0,14.0,8.0,0.0,0.0,0.0,0.0,2.2990901
215,556.0,1981.0,14.0,3.0,0.0,0.0,0.0,0.0,2.1202636
216,560.0,1984.0,12.0,6.0,0.0,0.0,0.0,0.0,1.3566191
217,560.0,1980.0,12.0,2.0,0.0,0.0,0.0,0.0,1.3868473
218,560.0,1983.0,12.0,5.0,0.0,0.0,0.0,0.0,1.1635989
219,560.0,1982.0,12.0,4.0,0.0,0.0,0.0,0.0,0.9688702
220,560.0,1981.0,12.0,3.0,0.0,0.0,0.0,0.0,2.1275818
221,560.0,1986.0,12.0,8.0,1.0,0.0,0.0,0.0,1.2149832
222,560.0,1985.0,12.0,7.0,0.0,0.0,0.0,0.0,1.4162533
223,560.0,1987.0,12.0,9.0,0.0,0.0,0.0,0.0,1.6393595
224,569.0,1985.0,12.0,7.0,0.0,0.0,0.0,0.0,0.5425978
225,569.0,1984.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0206517
226,569.0,1982.0,12.0,4.0,0.0,0.0,0.0,0.0,0.8396357
227,569.0,1981.0,12.0,3.0,0.0,0.0,0.0,0.0,1.078989
228,569.0,1986.0,12.0,8.0,0.0,0.0,0.0,0.0,0.114716314
229,569.0,1983.0,12.0,5.0,0.0,0.0,0.0,0.0,1.5075691
230,569.0,1987.0,12.0,9.0,0.0,0.0,0.0,0.0,0.31285176
231,569.0,1980.0,12.0,2.0,0.0,0.0,0.0,0.0,0.68372506
232,583.0,1981.0,12.0,5.0,0.0,0.0,0.0,0.0,1.880875
233,583.0,1982.0,12.0,6.0,1.0,0.0,0.0,0.0,1.7411965
234,583.0,1987.0,12.0,11.0,0.0,0.0,0.0,0.0,1.9850409
235,583.0,1980.0,12.0,4.0,0.0,0.0,0.0,0.0,1.6267722
236,583.0,1983.0,12.0,7.0,1.0,0.0,0.0,0.0,2.1947885
237,583.0,1985.0,12.0,9.0,0.0,1.0,0.0,0.0,1.9184482
238,583.0,1984.0,12.0,8.0,0.0,1.0,0.0,0.0,2.083836
239,583.0,1986.0,12.0,10.0,0.0,1.0,0.0,0.0,2.1567137
240,647.0,1981.0,12.0,3.0,1.0,1.0,0.0,0.0,1.5198257
241,647.0,1980.0,12.0,2.0,1.0,0.0,0.0,0.0,1.3967062
242,647.0,1984.0,12.0,6.0,1.0,0.0,0.0,0.0,1.549015
243,647.0,1986.0,12.0,8.0,1.0,1.0,0.0,0.0,1.8836803
244,647.0,1985.0,12.0,7.0,1.0,1.0,0.0,0.0,1.8269563
245,647.0,1983.0,12.0,5.0,1.0,1.0,0.0,0.0,1.6450416
246,647.0,1987.0,12.0,9.0,1.0,1.0,0.0,0.0,2.0236607
247,647.0,1982.0,12.0,4.0,1.0,1.0,0.0,0.0,1.509153
248,658.0,1986.0,12.0,10.0,0.0,0.0,0.0,0.0,2.1920466
249,658.0,1984.0,12.0,8.0,0.0,0.0,0.0,0.0,1.9357527
250,658.0,1980.0,12.0,4.0,1.0,0.0,0.0,0.0,1.7314173
251,658.0,1981.0,12.0,5.0,0.0,0.0,0.0,0.0,1.813759
252,658.0,1982.0,12.0,6.0,1.0,0.0,0.0,0.0,1.7000483
253,658.0,1987.0,12.0,11.0,0.0,0.0,0.0,0.0,2.005143
254,658.0,1983.0,12.0,7.0,1.0,0.0,0.0,0.0,1.9396489
255,658.0,1985.0,12.0,9.0,0.0,0.0,0.0,0.0,2.099785
256,684.0,1981.0,12.0,3.0,0.0,0.0,0.0,0.0,2.1799827
257,684.0,1985.0,12.0,7.0,0.0,1.0,0.0,0.0,2.3138483
258,684.0,1986.0,12.0,8.0,0.0,1.0,0.0,0.0,2.25342
259,684.0,1984.0,12.0,6.0,0.0,1.0,0.0,0.0,2.352297
260,684.0,1980.0,12.0,2.0,0.0,0.0,0.0,0.0,2.8217826
261,684.0,1982.0,12.0,4.0,0.0,1.0,0.0,0.0,2.3094265
262,684.0,1983.0,12.0,5.0,0.0,1.0,0.0,0.0,2.2513213
263,684.0,1987.0,12.0,9.0,0.0,1.0,0.0,0.0,2.4053526
264,711.0,1987.0,11.0,9.0,0.0,0.0,0.0,0.0,0.5130058
265,711.0,1980.0,11.0,2.0,0.0,0.0,0.0,0.0,1.2320246
266,711.0,1983.0,11.0,5.0,0.0,0.0,0.0,0.0,1.6608716
267,711.0,1982.0,11.0,4.0,0.0,0.0,0.0,0.0,1.6905034
268,711.0,1981.0,11.0,3.0,0.0,0.0,0.0,0.0,1.3664917
269,711.0,1984.0,11.0,6.0,0.0,0.0,0.0,0.0,1.5558761
270,711.0,1986.0,11.0,8.0,0.0,0.0,0.0,0.0,1.4684811
271,711.0,1985.0,11.0,7.0,0.0,0.0,0.0,0.0,-0.7141256
272,729.0,1987.0,13.0,9.0,0.0,1.0,0.0,0.0,2.1555853
273,729.0,1983.0,13.0,5.0,1.0,1.0,0.0,0.0,1.9108133
274,729.0,1981.0,13.0,3.0,0.0,0.0,0.0,0.0,1.8933393
275,729.0,1985.0,13.0,7.0,0.0,1.0,0.0,0.0,2.076528
276,729.0,1980.0,13.0,2.0,1.0,1.0,0.0,0.0,1.9595796
277,729.0,1986.0,13.0,8.0,0.0,1.0,0.0,0.0,2.10754
278,729.0,1982.0,13.0,4.0,1.0,1.0,0.0,0.0,3.0962157
279,729.0,1984.0,13.0,6.0,0.0,1.0,0.0,0.0,1.6152644
280,731.0,1986.0,12.0,10.0,0.0,0.0,0.0,0.0,2.6577306
281,731.0,1983.0,12.0,7.0,0.0,1.0,0.0,0.0,1.4779493
282,731.0,1985.0,12.0,9.0,0.0,0.0,0.0,0.0,2.225624
283,731.0,1980.0,12.0,4.0,0.0,0.0,0.0,0.0,1.6556389
284,731.0,1987.0,12.0,11.0,0.0,0.0,0.0,0.0,2.1391916
285,731.0,1981.0,12.0,5.0,0.0,1.0,0.0,0.0,1.4642559
286,731.0,1984.0,12.0,8.0,0.0,1.0,0.0,0.0,0.61872023
287,731.0,1982.0,12.0,6.0,0.0,1.0,0.0,0.0,1.0078275
288,732.0,1984.0,12.0,7.0,0.0,0.0,0.0,0.0,1.6528902
289,732.0,1985.0,12.0,8.0,0.0,0.0,0.0,0.0,1.7633854
290,732.0,1982.0,12.0,5.0,0.0,0.0,0.0,0.0,1.5048429
291,732.0,1986.0,12.0,9.0,0.0,0.0,0.0,0.0,1.722682
292,732.0,1983.0,12.0,6.0,0.0,0.0,0.0,0.0,1.7980468
293,732.0,1987.0,12.0,10.0,0.0,0.0,0.0,0.0,1.7620606
294,732.0,1981.0,12.0,4.0,0.0,0.0,0.0,0.0,1.6017159
295,732.0,1980.0,12.0,3.0,0.0,0.0,0.0,0.0,1.4972706
296,793.0,1985.0,14.0,7.0,0.0,0.0,0.0,0.0,1.8963584
297,793.0,1981.0,14.0,3.0,0.0,0.0,0.0,0.0,1.9310216
298,793.0,1986.0,14.0,8.0,0.0,0.0,0.0,0.0,1.7883703
299,793.0,1980.0,14.0,2.0,0.0,0.0,0.0,0.0,0.8915284
300,793.0,1987.0,14.0,9.0,0.0,0.0,0.0,0.0,1.5638274
301,793.0,1984.0,14.0,6.0,0.0,0.0,0.0,0.0,1.6787076
302,793.0,1983.0,14.0,5.0,0.0,0.0,0.0,0.0,1.8853748
303,793.0,1982.0,14.0,4.0,0.0,0.0,0.0,0.0,1.9026499
304,797.0,1985.0,10.0,8.0,1.0,1.0,0.0,0.0,2.4501803
305,797.0,1982.0,10.0,5.0,1.0,0.0,0.0,0.0,1.680934
306,797.0,1983.0,10.0,6.0,0.0,1.0,0.0,0.0,1.9896541
307,797.0,1986.0,10.0,9.0,1.0,1.0,0.0,0.0,2.1722393
308,797.0,1981.0,10.0,4.0,1.0,0.0,0.0,0.0,2.3451447
309,797.0,1980.0,10.0,3.0,0.0,0.0,0.0,0.0,0.992524
310,797.0,1984.0,10.0,7.0,1.0,1.0,0.0,0.0,2.4480143
311,797.0,1987.0,10.0,10.0,1.0,1.0,0.0,0.0,2.4159837
312,800.0,1987.0,11.0,9.0,1.0,1.0,0.0,0.0,1.990435
313,800.0,1981.0,11.0,3.0,1.0,0.0,0.0,0.0,1.609438
314,800.0,1983.0,11.0,5.0,1.0,0.0,0.0,0.0,1.555511
315,800.0,1984.0,11.0,6.0,1.0,0.0,0.0,0.0,1.549015
316,800.0,1980.0,11.0,2.0,1.0,0.0,0.0,0.0,1.5877615
317,800.0,1986.0,11.0,8.0,1.0,1.0,0.0,0.0,1.8259369
318,800.0,1982.0,11.0,4.0,1.0,0.0,0.0,0.0,1.5081818
319,800.0,1985.0,11.0,7.0,0.0,0.0,0.0,0.0,1.61643
320,813.0,1986.0,13.0,8.0,0.0,0.0,0.0,0.0,1.3897002
321,813.0,1981.0,13.0,3.0,0.0,0.0,0.0,0.0,0.42291203
322,813.0,1980.0,13.0,2.0,0.0,0.0,0.0,0.0,1.5562131
323,813.0,1987.0,13.0,9.0,0.0,0.0,0.0,0.0,1.5434997
324,813.0,1984.0,13.0,6.0,0.0,0.0,0.0,0.0,-3.5790787
325,813.0,1983.0,13.0,5.0,0.0,0.0,0.0,0.0,0.9317217
326,813.0,1985.0,13.0,7.0,0.0,0.0,0.0,0.0,1.3227563
327,813.0,1982.0,13.0,4.0,0.0,0.0,0.0,0.0,0.7104341
328,823.0,1987.0,10.0,10.0,0.0,0.0,0.0,0.0,1.1770356
329,823.0,1981.0,10.0,4.0,0.0,0.0,0.0,0.0,0.6063144
330,823.0,1983.0,10.0,6.0,0.0,0.0,0.0,0.0,0.5121712
331,823.0,1980.0,10.0,3.0,0.0,0.0,0.0,0.0,-0.37266135
332,823.0,1986.0,10.0,9.0,0.0,0.0,0.0,0.0,1.4348606
333,823.0,1984.0,10.0,7.0,0.0,0.0,0.0,0.0,0.6839116
334,823.0,1985.0,10.0,8.0,0.0,0.0,0.0,0.0,0.9997493
335,823.0,1982.0,10.0,5.0,0.0,0.0,0.0,0.0,0.8648805
336,827.0,1980.0,12.0,2.0,0.0,0.0,0.0,0.0,0.88368523
337,827.0,1982.0,12.0,4.0,0.0,0.0,0.0,0.0,1.3659036
338,827.0,1987.0,12.0,9.0,0.0,1.0,0.0,0.0,2.6289637
339,827.0,1984.0,12.0,6.0,0.0,0.0,0.0,0.0,1.7921896
340,827.0,1986.0,12.0,8.0,0.0,1.0,0.0,0.0,2.2636116
