,season,year,month,hour,holiday,weekday,workingday,weather,temp,feel_temp,humidity,windspeed,count
75,spring,0,1,7,False,2,True,clear,4.92,7.575,0.74,8.9981,94
76,spring,0,1,8,False,2,True,clear,5.74,7.575,0.69,11.0014,179
77,spring,0,1,9,False,2,True,clear,6.5600000000000005,7.575,0.64,15.0013,100
78,spring,0,1,10,False,2,True,misty,6.5600000000000005,6.819999999999999,0.69,22.0028,42
79,spring,0,1,11,False,2,True,clear,9.02,10.605,0.51,19.9995,57
80,spring,0,1,12,False,2,True,clear,9.02,11.365,0.51,11.0014,78
81,spring,0,1,13,False,2,True,clear,9.84,11.365,0.56,12.998,97
82,spring,0,1,14,False,2,True,clear,10.66,12.88,0.52,15.0013,63
83,spring,0,1,15,False,2,True,clear,11.48,13.635,0.52,16.997899999999998,65
84,spring,0,1,16,False,2,True,clear,12.3,14.395,0.49,16.997899999999998,83
85,spring,0,1,17,False,2,True,clear,11.48,13.635,0.48,15.0013,212
86,spring,0,1,18,False,2,True,clear,10.66,12.88,0.48,12.998,182
87,spring,0,1,19,False,2,True,clear,9.84,12.88,0.48,7.0015,112
88,spring,0,1,20,False,2,True,clear,9.84,12.88,0.48,7.0015,54
89,spring,0,1,21,False,2,True,clear,9.02,13.635,0.64,0.0,48
90,spring,0,1,22,False,2,True,clear,9.02,12.88,0.64,6.0032,35
91,spring,0,1,23,False,2,True,clear,8.200000000000001,11.365,0.69,6.0032,11
92,spring,0,1,0,False,3,True,clear,8.200000000000001,12.88,0.64,0.0,6
93,spring,0,1,1,False,3,True,clear,6.5600000000000005,9.85,0.74,6.0032,6
94,spring,0,1,2,False,3,True,clear,6.5600000000000005,9.85,0.74,6.0032,2
95,spring,0,1,4,False,3,True,clear,9.84,11.365,0.48,15.0013,2
96,spring,0,1,5,False,3,True,clear,9.02,11.365,0.47,11.0014,3
97,spring,0,1,6,False,3,True,clear,8.200000000000001,9.85,0.47,15.0013,33
98,spring,0,1,7,False,3,True,clear,7.38,9.09,0.43,12.998,88
99,spring,0,1,8,False,3,True,clear,8.200000000000001,9.09,0.4,19.9995,195
100,spring,0,1,9,False,3,True,clear,9.02,9.85,0.37,22.0028,115
101,spring,0,1,10,False,3,True,clear,9.02,9.85,0.37,22.0028,57
102,spring,0,1,11,False,3,True,clear,10.66,11.365,0.33,22.0028,46
103,spring,0,1,12,False,3,True,clear,10.66,11.365,0.33,22.0028,79
104,spring,0,1,13,False,3,True,clear,11.48,12.88,0.3,19.9995,71
105,spring,0,1,14,False,3,True,clear,12.3,14.395,0.28,12.998,62
106,spring,0,1,15,False,3,True,clear,12.3,14.395,0.28,12.998,62
107,spring,0,1,16,False,3,True,clear,12.3,15.909999999999998,0.28,6.0032,89
108,spring,0,1,17,False,3,True,clear,9.84,11.365,0.38,12.998,190
109,spring,0,1,18,False,3,True,clear,9.84,12.12,0.38,8.9981,169
110,spring,0,1,19,False,3,True,clear,9.84,12.88,0.38,7.0015,132
111,spring,0,1,20,False,3,True,clear,9.02,11.365,0.47,11.0014,89
112,spring,0,1,21,False,3,True,clear,8.200000000000001,9.85,0.51,12.998,43
113,spring,0,1,22,False,3,True,clear,7.38,9.85,0.55,8.9981,42
114,spring,0,1,23,False,3,True,clear,8.200000000000001,12.88,0.47,0.0,19
115,spring,0,1,0,False,4,True,clear,7.38,12.12,0.55,0.0,11
116,spring,0,1,1,False,4,True,clear,6.5600000000000005,11.365,0.64,0.0,4
117,spring,0,1,2,False,4,True,clear,6.5600000000000005,11.365,0.64,0.0,2
118,spring,0,1,4,False,4,True,misty,6.5600000000000005,9.85,0.64,6.0032,1
119,spring,0,1,5,False,4,True,misty,5.74,9.09,0.69,6.0032,4
120,spring,0,1,6,False,4,True,misty,5.74,8.334999999999999,0.63,7.0015,36
121,spring,0,1,7,False,4,True,misty,6.5600000000000005,11.365,0.59,0.0,95
122,spring,0,1,8,False,4,True,clear,6.5600000000000005,11.365,0.59,0.0,219
123,spring,0,1,9,False,4,True,misty,7.38,12.12,0.51,0.0,122
124,spring,0,1,10,False,4,True,clear,8.200000000000001,12.88,0.47,0.0,45
125,spring,0,1,11,False,4,True,clear,9.02,12.88,0.44,6.0032,59
126,spring,0,1,12,False,4,True,clear,10.66,14.395,0.35,0.0,84
127,spring,0,1,13,False,4,True,clear,10.66,13.635,0.35,7.0015,67
128,spring,0,1,14,False,4,True,clear,11.48,13.635,0.36,11.0014,70
129,spring,0,1,15,False,4,True,clear,11.48,13.635,0.36,0.0,62
130,spring,0,1,16,False,4,True,clear,10.66,12.88,0.38,11.0014,86
131,spring,0,1,17,False,4,True,clear,9.02,11.365,0.51,11.0014,172
132,spring,0,1,18,False,4,True,clear,9.02,11.365,0.51,8.9981,163
133,spring,0,1,19,False,4,True,clear,9.02,12.88,0.55,6.0032,112
134,spring,0,1,20,False,4,True,clear,8.200000000000001,10.605,0.51,11.0014,69
135,spring,0,1,21,False,4,True,misty,9.02,10.605,0.55,15.0013,48
136,spring,0,1,22,False,4,True,misty,9.02,10.605,0.51,19.0012,52
137,spring,0,1,23,False,4,True,misty,8.200000000000001,9.85,0.59,12.998,23
138,spring,0,1,0,False,5,True,misty,8.200000000000001,9.85,0.64,12.998,17
139,spring,0,1,1,False,5,True,misty,8.200000000000001,9.85,0.69,15.0013,7
140,spring,0,1,2,False,5,True,misty,8.200000000000001,9.85,0.69,15.0013,1
141,spring,0,1,4,False,5,True,misty,8.200000000000001,10.605,0.69,8.9981,1
142,spring,0,1,5,False,5,True,rain,9.02,13.635,0.55,0.0,5
143,spring,0,1,6,False,5,True,misty,8.200000000000001,12.88,0.69,0.0,34
144,spring,0,1,7,False,5,True,clear,8.200000000000001,10.605,0.69,8.9981,84
145,spring,0,1,8,False,5,True,clear,8.200000000000001,9.85,0.51,16.997899999999998,210
146,spring,0,1,9,False,5,True,clear,8.200000000000001,9.09,0.47,19.9995,134
147,spring,0,1,10,False,5,True,clear,9.02,9.85,0.37,22.0028,63
148,spring,0,1,11,False,5,True,misty,8.200000000000001,9.85,0.4,15.0013,67
149,spring,0,1,12,False,5,True,misty,8.200000000000001,9.85,0.37,16.997899999999998,59
150,spring,0,1,13,False,5,True,misty,8.200000000000001,9.09,0.37,19.0012,73
151,spring,0,1,14,False,5,True,misty,8.200000000000001,9.85,0.4,16.997899999999998,50
152,spring,0,1,15,False,5,True,misty,8.200000000000001,10.605,0.37,11.0014,72
153,spring,0,1,16,False,5,True,misty,8.200000000000001,10.605,0.37,11.0014,87
154,spring,0,1,17,False,5,True,misty,8.200000000000001,12.88,0.37,0.0,187
155,spring,0,1,18,False,5,True,clear,8.200000000000001,11.365,0.4,6.0032,123
156,spring,0,1,19,False,5,True,clear,6.5600000000000005,9.85,0.55,6.0032,95
157,spring,0,1,20,False,5,True,clear,7.38,10.605,0.47,7.0015,51
158,spring,0,1,21,False,5,True,clear,7.38,9.85,0.47,8.9981,39
159,spring,0,1,22,False,5,True,misty,7.38,9.85,0.43,11.0014,36
160,spring,0,1,23,False,5,True,misty,7.38,9.85,0.51,11.0014,15
161,spring,0,1,0,False,6,False,misty,7.38,9.85,0.51,11.0014,25
162,spring,0,1,1,False,6,False,misty,7.38,10.605,0.55,6.0032,16
163,spring,0,1,2,False,6,False,misty,7.38,12.12,0.55,0.0,16
164,spring,0,1,3,False,6,False,rain,7.38,9.85,0.55,11.0014,7
165,spring,0,1,4,False,6,False,rain,7.38,9.85,0.55,11.0014,1
166,spring,0,1,5,False,6,False,misty,6.5600000000000005,8.334999999999999,0.74,11.0014,5
167,spring,0,1,6,False,6,False,misty,6.5600000000000005,8.334999999999999,0.74,11.0014,2
168,spring,0,1,7,False,6,False,misty,6.5600000000000005,9.09,0.74,7.0015,9
169,spring,0,1,8,False,6,False,rain,6.5600000000000005,9.09,0.93,7.0015,15
170,spring,0,1,9,False,6,False,rain,6.5600000000000005,9.09,0.93,7.0015,20
171,spring,0,1,10,False,6,False,misty,7.38,9.85,0.8,11.0014,61
172,spring,0,1,11,False,6,False,misty,8.200000000000001,9.09,0.69,26.0027,62
173,spring,0,1,12,False,6,False,misty,8.200000000000001,9.09,0.59,23.9994,98
174,spring,0,1,13,False,6,False,clear,8.200000000000001,9.09,0.44,22.0028,102
175,spring,0,1,14,False,6,False,clear,8.200000000000001,8.334999999999999,0.32,32.9975,95
176,spring,0,1,15,False,6,False,clear,8.200000000000001,8.334999999999999,0.32,30.0026,74
177,spring,0,1,16,False,6,False,clear,7.38,6.819999999999999,0.29,30.0026,76
178,spring,0,1,17,False,6,False,clear,6.5600000000000005,6.0600000000000005,0.37,36.9974,69
179,spring,0,1,18,False,6,False,clear,5.74,6.0600000000000005,0.39,19.9995,55
180,spring,0,1,19,False,6,False,clear,5.74,6.0600000000000005,0.36,16.997899999999998,30
181,spring,0,1,20,False,6,False,clear,4.92,6.0600000000000005,0.36,16.997899999999998,28
182,spring,0,1,21,False,6,False,clear,4.92,5.305,0.39,23.9994,37
183,spring,0,1,22,False,6,False,clear,4.92,5.305,0.36,26.0027,34
184,spring,0,1,23,False,6,False,clear,4.1000000000000005,3.03,0.39,30.0026,22
185,spring,0,1,0,False,0,False,clear,4.1000000000000005,3.790000000000001,0.42,26.0027,25
186,spring,0,1,1,False,0,False,clear,4.1000000000000005,3.03,0.42,31.0009,12
187,spring,0,1,2,False,0,False,clear,4.1000000000000005,3.03,0.46,31.0009,11
188,spring,0,1,3,False,0,False,clear,4.1000000000000005,3.790000000000001,0.46,27.9993,4
189,spring,0,1,4,False,0,False,clear,3.28,4.545,0.53,12.998,1
190,spring,0,1,5,False,0,False,clear,3.28,4.545,0.53,12.998,1
191,spring,0,1,6,False,0,False,clear,4.1000000000000005,4.545,0.49,19.0012,1
192,spring,0,1,7,False,0,False,clear,3.28,4.545,0.53,12.998,6
193,spring,0,1,8,False,0,False,clear,4.1000000000000005,4.545,0.49,19.0012,10
194,spring,0,1,9,False,0,False,clear,4.92,3.790000000000001,0.46,35.0008,19
195,spring,0,1,10,False,0,False,clear,5.74,5.305,0.43,26.0027,49
196,spring,0,1,11,False,0,False,clear,6.5600000000000005,6.0600000000000005,0.4,35.0008,49
197,spring,0,1,12,False,0,False,clear,7.38,6.819999999999999,0.37,30.0026,83
198,spring,0,1,13,False,0,False,clear,8.200000000000001,8.334999999999999,0.34,30.0026,75
199,spring,0,1,14,False,0,False,clear,9.02,9.09,0.32,31.0009,72
200,spring,0,1,15,False,0,False,clear,9.02,9.85,0.35,23.9994,82
201,spring,0,1,16,False,0,False,clear,8.200000000000001,8.334999999999999,0.34,30.0026,92
202,spring,0,1,17,False,0,False,clear,7.38,7.575,0.37,26.0027,62
203,spring,0,1,18,False,0,False,clear,6.5600000000000005,6.819999999999999,0.4,22.0028,48
204,spring,0,1,19,False,0,False,clear,6.5600000000000005,6.819999999999999,0.43,22.0028,41
205,spring,0,1,20,False,0,False,clear,5.74,6.0600000000000005,0.46,16.997899999999998,38
206,spring,0,1,21,False,0,False,clear,5.74,5.305,0.46,27.9993,20
207,spring,0,1,22,False,0,False,clear,5.74,6.0600000000000005,0.46,19.9995,15
208,spring,0,1,23,False,0,False,clear,4.92,6.819999999999999,0.5,12.998,6
209,spring,0,1,0,False,1,True,clear,4.92,6.0600000000000005,0.5,19.0012,5
210,spring,0,1,1,False,1,True,clear,4.92,6.0600000000000005,0.5,19.0012,1
211,spring,0,1,2,False,1,True,clear,4.92,6.0600000000000005,0.5,15.0013,3
212,spring,0,1,3,False,1,True,clear,4.92,6.0600000000000005,0.5,15.0013,1
213,spring,0,1,4,False,1,True,clear,4.1000000000000005,6.0600000000000005,0.54,8.9981,3
214,spring,0,1,5,False,1,True,clear,4.1000000000000005,5.305,0.54,16.997899999999998,3
215,spring,0,1,6,False,1,True,clear,4.92,6.0600000000000005,0.5,19.0012,31
216,spring,0,1,7,False,1,True,clear,4.92,6.0600000000000005,0.5,15.0013,77
217,spring,0,1,8,False,1,True,misty,4.92,6.0600000000000005,0.5,19.0012,188
218,spring,0,1,9,False,1,True,misty,5.74,6.0600000000000005,0.5,16.997899999999998,94
219,spring,0,1,10,False,1,True,misty,5.74,6.0600000000000005,0.5,19.9995,31
220,spring,0,1,11,False,1,True,misty,6.5600000000000005,6.819999999999999,0.47,19.0012,30
221,spring,0,1,12,False,1,True,misty,8.200000000000001,9.09,0.4,19.0012,52
222,spring,0,1,13,False,1,True,misty,8.200000000000001,9.09,0.4,19.0012,54
223,spring,0,1,14,False,1,True,misty,8.200000000000001,9.85,0.4,15.0013,47
224,spring,0,1,15,False,1,True,misty,8.200000000000001,9.85,0.4,15.0013,45
225,spring,0,1,16,False,1,True,clear,8.200000000000001,10.605,0.4,8.9981,74
226,spring,0,1,17,False,1,True,clear,8.200000000000001,11.365,0.4,7.0015,178
227,spring,0,1,18,False,1,True,clear,8.200000000000001,9.85,0.4,15.0013,155
228,spring,0,1,19,False,1,True,clear,6.5600000000000005,8.334999999999999,0.47,11.0014,95
229,spring,0,1,20,False,1,True,clear,6.5600000000000005,8.334999999999999,0.5,11.0014,74
230,spring,0,1,21,False,1,True,clear,5.74,6.819999999999999,0.59,12.998,38
231,spring,0,1,22,False,1,True,clear,5.74,7.575,0.59,11.0014,24
232,spring,0,1,23,False,1,True,clear,5.74,7.575,0.59,11.0014,18
233,spring,0,1,0,False,2,True,clear,5.74,8.334999999999999,0.59,7.0015,12
234,spring,0,1,1,False,2,True,clear,5.74,7.575,0.59,11.0014,3
235,spring,0,1,2,False,2,True,misty,6.5600000000000005,7.575,0.55,12.998,3
236,spring,0,1,5,False,2,True,misty,6.5600000000000005,9.09,0.55,8.9981,6
237,spring,0,1,6,False,2,True,misty,6.5600000000000005,9.09,0.55,8.9981,27
238,spring,0,1,7,False,2,True,misty,6.5600000000000005,11.365,0.55,0.0,99
239,spring,0,1,8,False,2,True,misty,7.38,10.605,0.51,6.0032,217
240,spring,0,1,9,False,2,True,misty,7.38,9.85,0.51,11.0014,130
241,spring,0,1,10,False,2,True,misty,8.200000000000001,10.605,0.51,11.0014,54
242,spring,0,1,11,False,2,True,misty,8.200000000000001,10.605,0.47,8.9981,35
243,spring,0,1,12,False,2,True,misty,8.200000000000001,11.365,0.51,7.0015,57
244,spring,0,1,13,False,2,True,misty,8.200000000000001,11.365,0.59,6.0032,52
245,spring,0,1,14,False,2,True,misty,8.200000000000001,11.365,0.59,6.0032,63
246,spring,0,1,15,False,2,True,misty,6.5600000000000005,9.85,0.8,6.0032,47
247,spring,0,1,16,False,2,True,misty,6.5600000000000005,7.575,0.86,15.0013,76
248,spring,0,1,17,False,2,True,misty,6.5600000000000005,7.575,0.86,15.0013,136
249,spring,0,1,18,False,2,True,rain,6.5600000000000005,9.09,0.93,7.0015,95
250,spring,0,1,19,False,2,True,rain,6.5600000000000005,11.365,0.93,0.0,51
251,spring,0,1,20,False,2,True,rain,6.5600000000000005,7.575,0.93,12.998,32
252,spring,0,1,21,False,2,True,rain,6.5600000000000005,9.85,0.86,6.0032,20
253,spring,0,1,22,False,2,True,rain,6.5600000000000005,9.09,0.93,7.0015,29
254,spring,0,1,23,False,2,True,rain,6.5600000000000005,9.85,0.93,6.0032,19
255,spring,0,1,0,False,3,True,misty,6.5600000000000005,9.85,0.86,6.0032,7
256,spring,0,1,1,False,3,True,misty,6.5600000000000005,9.09,0.86,7.0015,6
257,spring,0,1,2,False,3,True,clear,5.74,7.575,0.86,8.9981,1
258,spring,0,1,5,False,3,True,clear,5.74,7.575,0.86,11.0014,5
259,spring,0,1,6,False,3,True,clear,4.92,7.575,0.93,8.9981,16
260,spring,0,1,7,False,3,True,clear,5.74,7.575,0.69,8.9981,54
261,spring,0,1,8,False,3,True,clear,6.5600000000000005,8.334999999999999,0.59,11.0014,128
262,spring,0,1,9,False,3,True,clear,6.5600000000000005,6.819999999999999,0.59,22.0028,81
263,spring,0,1,10,False,3,True,clear,7.38,9.09,0.55,15.0013,39
264,spring,0,1,11,False,3,True,clear,8.200000000000001,9.09,0.51,26.0027,35
265,spring,0,1,12,False,3,True,clear,8.200000000000001,7.575,0.47,39.0007,55
266,spring,0,1,13,False,3,True,clear,9.02,9.85,0.44,23.9994,49
267,spring,0,1,14,False,3,True,clear,8.200000000000001,9.09,0.47,22.0028,44
268,spring,0,1,15,False,3,True,clear,8.200000000000001,8.334999999999999,0.47,27.9993,49
269,spring,0,1,16,False,3,True,clear,9.02,9.85,0.44,22.0028,68
270,spring,0,1,17,False,3,True,clear,8.200000000000001,9.09,0.47,23.9994,139
271,spring,0,1,18,False,3,True,clear,8.200000000000001,7.575,0.47,35.0008,137
272,spring,0,1,19,False,3,True,clear,7.38,7.575,0.47,27.9993,83
273,spring,0,1,20,False,3,True,clear,6.5600000000000005,6.819999999999999,0.5,22.0028,56
274,spring,0,1,21,False,3,True,clear,6.5600000000000005,6.819999999999999,0.55,22.0028,57
275,spring,0,1,22,False,3,True,clear,6.5600000000000005,6.0600000000000005,0.55,30.0026,33
276,spring,0,1,23,False,3,True,clear,5.74,5.305,0.59,27.9993,20
277,spring,0,1,0,False,4,True,clear,5.74,6.0600000000000005,0.59,19.0012,7
278,spring,0,1,1,False,4,True,clear,5.74,6.0600000000000005,0.5,19.0012,2
279,spring,0,1,2,False,4,True,clear,5.74,6.0600000000000005,0.5,23.9994,2
280,spring,0,1,3,False,4,True,clear,5.74,6.0600000000000005,0.5,22.0028,3
281,spring,0,1,4,False,4,True,clear,5.74,6.0600000000000005,0.5,16.997899999999998,4
282,spring,0,1,5,False,4,True,clear,5.74,6.0600000000000005,0.5,19.9995,3
283,spring,0,1,6,False,4,True,clear,4.92,7.575,0.54,8.9981,28
284,spring,0,1,7,False,4,True,clear,4.92,7.575,0.54,8.9981,72
285,spring,0,1,8,False,4,True,clear,5.74,6.819999999999999,0.5,12.998,202
286,spring,0,1,9,False,4,True,clear,5.74,6.0600000000000005,0.5,22.0028,139
287,spring,0,1,10,False,4,True,misty,6.5600000000000005,6.819999999999999,0.5,23.9994,38
288,spring,0,1,11,False,4,True,misty,8.200000000000001,8.334999999999999,0.44,30.0026,37
289,spring,0,1,12,False,4,True,clear,8.200000000000001,8.334999999999999,0.44,27.9993,52
290,spring,0,1,13,False,4,True,clear,9.02,9.85,0.41,30.0026,83
291,spring,0,1,14,False,4,True,clear,9.02,9.85,0.41,26.0027,42
292,spring,0,1,15,False,4,True,clear,9.84,10.605,0.38,19.9995,60
293,spring,0,1,16,False,4,True,clear,9.84,10.605,0.38,23.9994,78
294,spring,0,1,17,False,4,True,clear,8.200000000000001,9.09,0.4,19.0012,162
295,spring,0,1,18,False,4,True,clear,8.200000000000001,9.09,0.4,22.0028,144
296,spring,0,1,19,False,4,True,clear,6.5600000000000005,7.575,0.47,16.997899999999998,99
297,spring,0,1,20,False,4,True,clear,6.5600000000000005,7.575,0.47,15.0013,64
298,spring,0,1,21,False,4,True,clear,5.74,6.0600000000000005,0.46,19.9995,40
299,spring,0,1,22,False,4,True,clear,5.74,6.0600000000000005,0.46,22.0028,30
300,spring,0,1,23,False,4,True,clear,4.92,6.819999999999999,0.5,12.998,15
301,spring,0,1,0,False,5,True,clear,4.92,6.819999999999999,0.5,12.998,14
302,spring,0,1,1,False,5,True,clear,4.1000000000000005,6.0600000000000005,0.54,11.0014,5
303,spring,0,1,2,False,5,True,clear,4.1000000000000005,6.0600000000000005,0.54,8.9981,1
304,spring,0,1,3,False,5,True,clear,4.1000000000000005,6.819999999999999,0.54,7.0015,1
305,spring,0,1,5,False,5,True,clear,4.1000000000000005,6.819999999999999,0.54,6.0032,8
306,spring,0,1,6,False,5,True,clear,4.1000000000000005,9.09,0.54,0.0,17
307,spring,0,1,7,False,5,True,clear,4.1000000000000005,6.0600000000000005,0.74,11.0014,70
308,spring,0,1,8,False,5,True,clear,4.92,8.334999999999999,0.68,0.0,158
309,spring,0,1,9,False,5,True,clear,5.74,7.575,0.69,8.9981,117
310,spring,0,1,10,False,5,True,clear,7.38,9.09,0.55,12.998,44
311,spring,0,1,11,False,5,True,clear,7.38,8.334999999999999,0.51,19.0012,53
312,spring,0,1,12,False,5,True,clear,8.200000000000001,9.85,0.44,16.997899999999998,61
313,spring,0,1,13,False,5,True,clear,9.02,9.85,0.37,26.0027,77
314,spring,0,1,14,False,5,True,clear,9.02,10.605,0.41,19.0012,64
315,spring,0,1,15,False,5,True,clear,9.84,12.12,0.38,11.0014,68
316,spring,0,1,16,False,5,True,clear,9.02,12.12,0.41,7.0015,90
317,spring,0,1,17,False,5,True,clear,9.02,11.365,0.41,11.0014,159
318,spring,0,1,18,False,5,True,clear,8.200000000000001,12.88,0.47,0.0,139
319,spring,0,1,19,False,5,True,clear,6.5600000000000005,9.85,0.59,6.0032,92
320,spring,0,1,20,False,5,True,clear,7.38,12.12,0.59,0.0,68
321,spring,0,1,21,False,5,True,clear,6.5600000000000005,11.365,0.69,0.0,52
322,spring,0,1,22,False,5,True,misty,6.5600000000000005,11.365,0.69,0.0,36
323,spring,0,1,23,False,5,True,misty,7.38,12.12,0.55,0.0,27
324,spring,0,1,0,False,6,False,clear,7.38,12.12,0.55,0.0,28
325,spring,0,1,1,False,6,False,misty,6.5600000000000005,9.85,0.59,6.0032,20
326,spring,0,1,2,False,6,False,misty,6.5600000000000005,9.85,0.59,6.0032,12
327,spring,0,1,3,False,6,False,misty,6.5600000000000005,11.365,0.59,0.0,8
328,spring,0,1,4,False,6,False,misty,6.5600000000000005,11.365,0.59,0.0,5
329,spring,0,1,5,False,6,False,clear,6.5600000000000005,11.365,0.59,0.0,1
330,spring,0,1,6,False,6,False,clear,5.74,8.334999999999999,0.63,7.0015,3
